6.74e-04, 4.07e-03, 9.38e-09, 9.62e-09, 9.68e-09, 9.85e-09, 1.09e-08, 1.37e-08, 1.67e-08, 1.45e-08, 8.85e-09, 5.21e-09, 3.54e-09, 2.67e-09, 2.10e-09, 1.66e-09, 1.31e-09, 1.03e-09, 8.24e-10, 6.88e-10, 6.55e-10
6.18e-04, 3.91e-03, 1.11e-08, 1.14e-08, 1.14e-08, 1.16e-08, 1.28e-08, 1.62e-08, 1.99e-08, 1.71e-08, 1.02e-08, 5.85e-09, 3.90e-09, 2.91e-09, 2.26e-09, 1.77e-09, 1.38e-09, 1.08e-09, 8.55e-10, 7.10e-10, 6.74e-10
5.66e-04, 3.77e-03, 1.35e-08, 1.38e-08, 1.38e-08, 1.39e-08, 1.54e-08, 1.96e-08, 2.42e-08, 2.06e-08, 1.20e-08, 6.66e-09, 4.34e-09, 3.19e-09, 2.45e-09, 1.90e-09, 1.47e-09, 1.14e-09, 8.93e-10, 7.37e-10, 6.98e-10
5.18e-04, 3.65e-03, 1.67e-08, 1.70e-08, 1.69e-08, 1.70e-08, 1.88e-08, 2.42e-08, 3.01e-08, 2.54e-08, 1.43e-08, 7.70e-09, 4.90e-09, 3.54e-09, 2.68e-09, 2.05e-09, 1.57e-09, 1.21e-09, 9.38e-10, 7.70e-10, 7.26e-10
4.74e-04, 3.55e-03, 2.10e-08, 2.13e-08, 2.11e-08, 2.12e-08, 2.36e-08, 3.06e-08, 3.83e-08, 3.18e-08, 1.73e-08, 9.02e-09, 5.60e-09, 3.97e-09, 2.96e-09, 2.24e-09, 1.69e-09, 1.29e-09, 9.92e-10, 8.08e-10, 7.59e-10
4.34e-04, 3.47e-03, 2.72e-08, 2.75e-08, 2.71e-08, 2.71e-08, 3.01e-08, 3.94e-08, 4.98e-08, 4.08e-08, 2.15e-08, 1.08e-08, 6.49e-09, 4.51e-09, 3.31e-09, 2.46e-09, 1.84e-09, 1.38e-09, 1.06e-09, 8.54e-10, 7.99e-10
3.97e-04, 3.40e-03, 3.60e-08, 3.63e-08, 3.56e-08, 3.55e-08, 3.95e-08, 5.22e-08, 6.65e-08, 5.37e-08, 2.72e-08, 1.31e-08, 7.64e-09, 5.20e-09, 3.74e-09, 2.74e-09, 2.02e-09, 1.50e-09, 1.13e-09, 9.09e-10, 8.47e-10
3.63e-04, 3.36e-03, 4.91e-08, 4.93e-08, 4.81e-08, 4.77e-08, 5.31e-08, 7.11e-08, 9.14e-08, 7.26e-08, 3.52e-08, 1.62e-08, 9.14e-09, 6.07e-09, 4.29e-09, 3.09e-09, 2.24e-09, 1.64e-09, 1.23e-09, 9.74e-10, 9.03e-10
3.32e-04, 3.34e-03, 6.91e-08, 6.90e-08, 6.69e-08, 6.60e-08, 7.36e-08, 9.98e-08, 1.30e-07, 1.01e-07, 4.67e-08, 2.04e-08, 1.11e-08, 7.20e-09, 4.98e-09, 3.52e-09, 2.51e-09, 1.81e-09, 1.34e-09, 1.05e-09, 9.70e-10
3.04e-04, 3.35e-03, 1.00e-07, 9.97e-08, 9.60e-08, 9.42e-08, 1.05e-07, 1.45e-07, 1.90e-07, 1.45e-07, 6.37e-08, 2.64e-08, 1.38e-08, 8.69e-09, 5.87e-09, 4.07e-09, 2.85e-09, 2.02e-09, 1.47e-09, 1.15e-09, 1.05e-09
2.78e-04, 3.38e-03, 1.51e-07, 1.49e-07, 1.43e-07, 1.39e-07, 1.56e-07, 2.17e-07, 2.88e-07, 2.16e-07, 8.95e-08, 3.49e-08, 1.75e-08, 1.07e-08, 7.03e-09, 4.76e-09, 3.27e-09, 2.28e-09, 1.63e-09, 1.26e-09, 1.15e-09
